commit id,author,date,comment,changed files,lines added,lines deleted,
5fa8d7721,Christoph,Thu Sep 9 12:01:45 2021,New translations JabRef_en.properties (Vietnamese),   1 file changed, 7 insertions(+), 6 deletions(-) ,
c7459a312,Christoph,Thu Sep 9 12:01:44 2021,"New translations JabRef_en.properties (Portuguese, Brazilian)",   1 file changed, 8 insertions(+), 17 deletions(-) ,
ed92f1659,Christoph,Thu Sep 9 12:01:42 2021,New translations JabRef_en.properties (Indonesian),   1 file changed, 7 insertions(+), 7 deletions(-) ,
c7dc5144c,Christoph,Thu Sep 9 12:01:41 2021,New translations JabRef_en.properties (Persian),   1 file changed, 7 insertions(+), 2 deletions(-) ,
0212d8503,Christoph,Thu Sep 9 12:01:40 2021,New translations JabRef_en.properties (Russian),   1 file changed, 35 insertions(+), 21 deletions(-) ,
6c4aeaaab,Christoph,Thu Sep 9 12:01:39 2021,New translations JabRef_en.properties (French),   1 file changed, 36 insertions(+), 23 deletions(-) ,
c1a97920b,Christoph,Thu Sep 9 11:53:37 2021,Merge pull request #8068 from JabRef/updateToJfx17, ,,,
d7d7ccf97,Siedlerchr,Thu Sep 9 11:13:06 2021,Update to javafx 17,   1 file changed, 1 insertion(+), 1 deletion(-) ,
3dde85645,Christoph,Thu Sep 9 11:08:38 2021,Merge pull request #8062 from JabRef/dependabot/gradle/com.puppycrawl.tools-checkstyle-9.0, ,,,
24fb04fcd,Christoph,Thu Sep 9 11:08:03 2021,Merge pull request #8066 from JabRef/fixGlobalSearch, ,,,
6a4630018,Carl Christian Snethlage,Thu Sep 9 10:36:50 2021,Update StateManager.java,   1 file changed, 6 insertions(+), 6 deletions(-) ,
57fb5ba60,Siedlerchr,Thu Sep 9 08:26:43 2021,fix checkstyle,   2 files changed, 1 insertion(+), 2 deletions(-) ,
68b8aa31b,Siedlerchr,Wed Sep 8 11:42:20 2021,remove extra list,   1 file changed, 2 insertions(+), 5 deletions(-) ,
a58db7cf1,Siedlerchr,Wed Sep 8 11:40:11 2021,remove useless result updater,   1 file changed, 6 deletions(-) ,,
30e870a4e,Siedlerchr,Wed Sep 8 11:38:48 2021,fix compile error,   1 file changed, 2 insertions(+), 4 deletions(-) ,
e71fe9264,Siedlerchr,Wed Sep 8 11:24:37 2021,fix codestyle,   4 files changed, 42 insertions(+), 41 deletions(-) ,
514194c06,Dominik Voigt,Wed Sep 8 08:26:52 2021,Make library fetchers use the custom queries if defined for a library. WIP: this does not work well currently as these queries are not just used as plain text but still transformed -> need an option in the fetcher interface to just provide a plain string for search without transformation,   4 files changed, 33 insertions(+), 16 deletions(-) ,
483059de4,Dominik Voigt,Wed Sep 8 06:18:07 2021,Implement data model and de-/serialization to allow to define library specific query refinements and modify tests accordingly.,   5 files changed, 28 insertions(+), 7 deletions(-) ,
9d693e612,Siedlerchr,Tue Sep 7 11:37:58 2021,Simplify global search and library name,   7 files changed, 117 insertions(+), 74 deletions(-) ,
bbb39a8ff,Christoph,Mon Sep 6 08:00:33 2021,Merge pull request #8061 from JabRef/dependabot/github_actions/pascalgn/automerge-action-0.14.3, ,,,
2015c24d9,Christoph,Mon Sep 6 07:58:35 2021,Merge pull request #8063 from JabRef/dependabot/gradle/org.javamodularity.moduleplugin-1.8.9, ,,,
8f23bc797,Christoph,Mon Sep 6 07:58:07 2021,Merge pull request #8064 from JabRef/dependabot/gradle/net.bytebuddy-byte-buddy-parent-1.11.15, ,,,
e59d09bdd,Christoph,Mon Sep 6 07:57:47 2021,Merge pull request #8065 from JabRef/dependabot/gradle/org.slf4j-slf4j-api-2.0.0-alpha5, ,,,
2d4dc09a7,dependabot[bot],Mon Sep 6 07:01:23 2021,Bump slf4j-api from 2.0.0-alpha4 to 2.0.0-alpha5,   1 file changed, 1 insertion(+), 1 deletion(-) ,
3a223df10,dependabot[bot],Mon Sep 6 07:01:15 2021,Bump byte-buddy-parent from 1.11.13 to 1.11.15,   1 file changed, 1 insertion(+), 1 deletion(-) ,
0e6732d99,dependabot[bot],Mon Sep 6 07:01:09 2021,Bump org.javamodularity.moduleplugin from 1.8.8 to 1.8.9,   1 file changed, 1 insertion(+), 1 deletion(-) ,
fbd5f25ba,dependabot[bot],Mon Sep 6 07:00:59 2021,Bump checkstyle from 8.45.1 to 9.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
91ab3f8f5,dependabot[bot],Mon Sep 6 07:00:57 2021,Bump pascalgn/automerge-action from 0.14.2 to 0.14.3,   1 file changed, 1 insertion(+), 1 deletion(-) ,
486a64bca,Christoph,Sat Sep 4 06:44:42 2021,Merge pull request #8058 from JabRef/fix-grobid-test, ,,,
f9248ed13,Christoph,Sat Sep 4 06:44:19 2021,Merge pull request #8056 from JabRef/switchgradle-caching, ,,,
b38f48cf4,Christoph,Sat Sep 4 06:43:42 2021,Merge pull request #8057 from JabRef/fix-tests, ,,,
ed8e51b79,Christoph,Sat Sep 4 06:43:23 2021,Merge pull request #8059 from JabRef/fix-importWorksAsExpected-on-windows, ,,,
cb8d254cc,Oliver Kopp,Sat Sep 4 04:17:17 2021,"Let the test run on Windows, too",   2 files changed, 3 insertions(+), 1 deletion(-) ,
2751fc71c,Oliver Kopp,Sat Sep 4 03:59:17 2021,Fix wrong parameter at preferences at test,   2 files changed, 2 insertions(+), 2 deletions(-) ,
fad8b80a2,Oliver Kopp,Sat Sep 4 03:48:41 2021,Refine test description and refine the test,   1 file changed, 8 insertions(+), 13 deletions(-) ,
0b404e25a,Oliver Kopp,Sat Sep 4 00:15:05 2021,"Use new cache"" property of setup-java""",   5 files changed, 9 insertions(+), 68 deletions(-) ,
